participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decisions,player.decisions_initial,player.decisions_final,player.show_ai,player.points,player.decisions_result,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,358jr8oq,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:37.452481+00:00,1,,,400,3,"{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}",{},,70,"{""1282615"": 10, ""2383131"": 10, ""2905247"": 10, ""1687729"": 0, ""2309025"": 10, ""1816424"": 10, ""3163768"": 10, ""3159632"": 10, ""1677240"": 10, ""2836762"": -10}",4,4,70,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
4,8cvc04gz,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:34:11.371838+00:00,1,,,460,4,"{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""2383131"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Approve"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}",,70,"{""1282615"": 10, ""2383131"": 10, ""2905247"": 10, ""1687729"": 0, ""2309025"": 10, ""1816424"": 10, ""3163768"": 10, ""3159632"": 10, ""1677240"": 10, ""2836762"": -10}",4,4,70,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
5,49t42mv8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:09.147859+00:00,1,,,450,5,"{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Reject"",""3159632"":""Approve"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Reject"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Reject"",""1677240"":""Approve"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Reject"",""3159632"":""Approve"",""3163768"":""Approve""}",,30,"{""1282615"": 10, ""2383131"": 10, ""2905247"": 0, ""1687729"": 0, ""2309025"": 0, ""1816424"": -10, ""3163768"": 10, ""3159632"": -10, ""1677240"": 10, ""2836762"": 10}",4,4,30,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
6,xov5hjox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:35:13.184022+00:00,1,,,450,6,"{""1282615"":""Approve"",""1677240"":""Reject"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Reject"",""1687729"":""Reject"",""1816424"":""Approve"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Reject"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}","{""1282615"":""Approve"",""1677240"":""Reject"",""1687729"":""Reject"",""1816424"":""Reject"",""2309025"":""Reject"",""2383131"":""Approve"",""2836762"":""Approve"",""2905247"":""Approve"",""3159632"":""Reject"",""3163768"":""Approve""}",,30,"{""1282615"": -10, ""2383131"": 10, ""2905247"": 10, ""1687729"": 0, ""2309025"": 0, ""1816424"": 10, ""3163768"": 10, ""3159632"": 10, ""1677240"": 0, ""2836762"": -10}",4,4,30,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
7,4qwb2mjv,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},4,4,0,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
8,oh1ejy0h,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},4,4,0,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
9,h1zrsuuv,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},4,4,0,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
10,inw3xrnp,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},4,4,0,1,4,4,c6ngv30x,sep24-11:30-part1,,,,,0
1,97w8nlvk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:32:49.351542+00:00,1,,,430,1,"{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Approve""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Approve"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Approve""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Reject"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Approve""}",,40,"{""1411592"": 10, ""2365728"": 10, ""2379196"": 0, ""3265412"": -10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 10, ""1600462"": 0, ""1587833"": 0}",5,5,40,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
2,t0q2jra3,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},5,5,0,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
3,358jr8oq,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:37.452481+00:00,1,,,400,3,"{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Approve"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Approve"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,70,"{""1411592"": 10, ""2365728"": 10, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 10, ""1600462"": 0, ""1587833"": 10}",5,5,70,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
4,8cvc04gz,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:34:11.371838+00:00,1,,,460,4,"{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Approve"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1600462"":""Approve"",""1608199"":""Approve"",""2365728"":""Approve"",""2379196"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Approve"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,70,"{""1411592"": 10, ""2365728"": 10, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 0, ""1600462"": 10, ""1587833"": 10}",5,5,70,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
5,49t42mv8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:09.147859+00:00,1,,,450,5,"{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Reject"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Approve"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Reject"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Approve"",""2365728"":""Reject"",""2379196"":""Approve"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Reject"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Approve"",""2365728"":""Reject"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,50,"{""1411592"": 10, ""2365728"": 0, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 10, ""1468720"": 0, ""1286676"": 0, ""1600462"": 0, ""1587833"": 10}",5,5,50,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
6,xov5hjox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:35:13.184022+00:00,1,,,450,6,"{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Approve""}","{""1286676"":""Reject"",""1411592"":""Approve"",""1468720"":""Approve"",""1587833"":""Approve"",""1600462"":""Reject"",""1608199"":""Reject"",""2365728"":""Approve"",""2379196"":""Reject"",""3160349"":""Reject"",""3265412"":""Reject""}",,60,"{""1411592"": 10, ""2365728"": 10, ""2379196"": 0, ""3265412"": 10, ""3160349"": 10, ""1608199"": 0, ""1468720"": 10, ""1286676"": 0, ""1600462"": 0, ""1587833"": 10}",5,5,60,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
7,4qwb2mjv,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},5,5,0,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
8,oh1ejy0h,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},5,5,0,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
9,h1zrsuuv,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},5,5,0,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
10,inw3xrnp,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},5,5,0,1,5,5,c6ngv30x,sep24-11:30-part1,,,,,0
1,97w8nlvk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:32:49.351542+00:00,1,,,430,1,"{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Approve"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Approve""}","{""1403327"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Approve"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Approve"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Approve""}",,30,"{""3236738"": 10, ""1524519"": 10, ""1403327"": -10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 0, ""2794783"": 10, ""1490388"": 10, ""2218127"": -10, ""2080779"": -10}",6,6,30,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
2,t0q2jra3,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},6,6,0,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
3,358jr8oq,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:37.452481+00:00,1,,,400,3,"{""1403327"":""Approve"",""1455164"":""Reject"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Approve"",""1455164"":""Approve"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Approve"",""1455164"":""Reject"",""1490388"":""Approve"",""1524519"":""Approve"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}",,40,"{""3236738"": 0, ""1524519"": 10, ""1403327"": -10, ""2826396"": 10, ""1455164"": 0, ""1696113"": 10, ""2794783"": 10, ""1490388"": 10, ""2218127"": -10, ""2080779"": 10}",6,6,40,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
4,8cvc04gz,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:34:11.371838+00:00,1,,,460,4,"{""1403327"":""Reject"",""1455164"":""Reject"",""1490388"":""Approve"",""1524519"":""Reject"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2826396"":""Approve"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1490388"":""Approve"",""1696113"":""Approve"",""2826396"":""Approve"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1455164"":""Reject"",""1490388"":""Approve"",""1524519"":""Reject"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Approve"",""2826396"":""Approve"",""3236738"":""Approve""}",,30,"{""3236738"": 10, ""1524519"": 0, ""1403327"": 10, ""1455164"": 0, ""1696113"": 10, ""2826396"": -10, ""1490388"": 10, ""2218127"": -10, ""2080779"": 10}",6,6,30,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
5,49t42mv8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:09.147859+00:00,1,,,450,5,"{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Reject"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}","{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Reject"",""1696113"":""Approve"",""2080779"":""Approve"",""2218127"":""Reject"",""2794783"":""Approve"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Reject"",""1696113"":""Approve"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Approve""}",,70,"{""3236738"": 10, ""1524519"": 0, ""1403327"": 10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 10, ""2794783"": 0, ""1490388"": 0, ""2218127"": 10, ""2080779"": 10}",6,6,70,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
6,xov5hjox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:35:13.184022+00:00,1,,,450,6,"{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Reject""}","{""1403327"":""Reject"",""1455164"":""Approve"",""1490388"":""Reject"",""1524519"":""Approve"",""1696113"":""Reject"",""2080779"":""Reject"",""2218127"":""Reject"",""2794783"":""Reject"",""2826396"":""Reject"",""3236738"":""Reject""}",{},,60,"{""3236738"": 0, ""1524519"": 10, ""1403327"": 10, ""2826396"": 10, ""1455164"": 10, ""1696113"": 0, ""2794783"": 0, ""1490388"": 0, ""2218127"": 10, ""2080779"": 10}",6,6,60,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
7,4qwb2mjv,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},6,6,0,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
8,oh1ejy0h,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},6,6,0,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
9,h1zrsuuv,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},6,6,0,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
10,inw3xrnp,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},6,6,0,1,6,6,c6ngv30x,sep24-11:30-part1,,,,,0
1,97w8nlvk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:32:49.351542+00:00,1,,,430,1,"{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Reject""}","{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Reject""}",{},,70,"{""1549100"": 10, ""1593711"": 10, ""2217033"": 10, ""1416499"": 10, ""1446006"": 10, ""1295173"": 10, ""1608526"": 10, ""2089773"": -10, ""1343768"": 10, ""3296223"": 0}",7,7,70,1,7,7,c6ngv30x,sep24-11:30-part1,,,,,0
2,t0q2jra3,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},7,7,0,1,7,7,c6ngv30x,sep24-11:30-part1,,,,,0
3,358jr8oq,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:37.452481+00:00,1,,,400,3,"{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Approve"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}","{""1295173"":""Approve"",""1343768"":""Approve"",""1416499"":""Approve"",""1446006"":""Approve"",""1549100"":""Approve"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}",{},,60,"{""1549100"": -10, ""1593711"": 10, ""2217033"": 10, ""1416499"": 10, ""1446006"": 10, ""1295173"": 10, ""1608526"": 10, ""2089773"": -10, ""1343768"": 10, ""3296223"": 10}",7,7,60,1,7,7,c6ngv30x,sep24-11:30-part1,,,,,0
4,8cvc04gz,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:34:11.371838+00:00,1,,,460,4,"{""1295173"":""Reject"",""1343768"":""Approve"",""1416499"":""Reject"",""1446006"":""Approve"",""1549100"":""Approve"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}","{""1295173"":""Reject"",""1343768"":""Approve"",""1416499"":""Reject"",""1446006"":""Approve"",""1608526"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}","{""1295173"":""Reject"",""1343768"":""Approve"",""1416499"":""Reject"",""1446006"":""Approve"",""1549100"":""Approve"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Approve"",""2217033"":""Reject"",""3296223"":""Approve""}",,40,"{""1549100"": -10, ""1593711"": 10, ""2217033"": 10, ""1416499"": 0, ""1446006"": 10, ""1295173"": 0, ""1608526"": 10, ""2089773"": -10, ""1343768"": 10, ""3296223"": 10}",7,7,40,1,7,7,c6ngv30x,sep24-11:30-part1,,,,,0
5,49t42mv8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 15:33:09.147859+00:00,1,,,450,5,"{""1295173"":""Approve"",""1343768"":""Reject"",""1416499"":""Reject"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Reject"",""2217033"":""Reject"",""3296223"":""Approve""}","{""1295173"":""Approve"",""1343768"":""Reject"",""1416499"":""Reject"",""1446006"":""Approve"",""1549100"":""Reject"",""1593711"":""Reject"",""1608526"":""Approve"",""2089773"":""Reject"",""2217033"":""Reject"",""3296223"":""Approve""}",{},,80,"{""1549100"": 10, ""1593711"": 10, ""2217033"": 10, ""1416499"": 0, ""1446006"": 10, ""1295173"": 10, ""1608526"": 10, ""2089773"": 10, ""1343768"": 0, ""3296223"": 10}",7,7,80,1,7,7,c6ngv30x,sep24-11:30-part1,,,,,0
