"","round","loan_id","p1_dec","p2_dec","p3_dec","p4_dec","p5_dec","p6_dec","p7_dec","p8_dec","p9_dec","p10_dec"
"894",4,"1816424","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"895",4,"2309025","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"896",4,"2383131","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"897",4,"2836762","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"898",4,"2905247","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"899",4,"3159632","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"900",4,"3163768","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"901",5,"1286676","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"902",5,"1411592","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"903",5,"1468720","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"904",5,"1587833","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"905",5,"1600462","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"906",5,"1608199","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"907",5,"2365728","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"908",5,"2379196","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"909",5,"3160349","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"910",5,"3265412","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"911",6,"1403327","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"912",6,"1455164","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"913",6,"1490388","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"914",6,"1524519","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"915",6,"1696113","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"916",6,"2080779","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"917",6,"2218127","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"918",6,"2794783","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"919",6,"2826396","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"920",6,"3236738","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"921",7,"1295173","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"922",7,"1343768","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"923",7,"1416499","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"924",7,"1446006","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"925",7,"1549100","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"926",7,"1593711","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"927",7,"1608526","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"928",7,"2089773","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"929",7,"2217033","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"930",7,"3296223","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"931",8,"1313388","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"932",8,"1318579","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"933",8,"1428542","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"934",8,"1510063","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"935",8,"1544722","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"936",8,"1559058","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"937",8,"1618903","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"938",8,"2380536","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"939",8,"3054732","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"940",8,"3064937","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"941",9,"1475237","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"942",9,"1600579","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"943",9,"1678556","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"944",9,"2373125","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"945",9,"2635597","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"946",9,"2644637","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"947",9,"2836821","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"948",9,"2974581","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"949",9,"3056242","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"950",9,"3239736","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"951",10,"1290462","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"952",10,"1328666","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"953",10,"1427798","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"954",10,"1454668","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"955",10,"1508682","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"956",10,"1528128","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"957",10,"1592631","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"958",10,"2604708","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"959",10,"3151559","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"960",10,"3157428","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"961",1,"1334596","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"962",1,"1438057","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"963",1,"1439480","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"964",1,"1470353","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"965",1,"1529432","Approve","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"966",1,"1534293","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"967",1,"1625556","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"968",1,"1857226","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"969",1,"3158207","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"970",1,"3235599","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"971",2,"1227988","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"972",2,"1325134","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"973",2,"1347768","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"974",2,"1508178","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"975",2,"1531491","Reject","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"976",2,"1683861","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"977",2,"1866661","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"978",2,"2175528","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"979",2,"3105437","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"980",2,"3154245","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"981",3,"1358466","Reject","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"982",3,"1530989","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"983",3,"2215152","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"984",3,"2485187","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"985",3,"2794690","Reject","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"986",3,"3155053","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"987",3,"3155823","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"988",3,"3161131","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"989",3,"3198607","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"990",3,"3235332","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"991",4,"1282615","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"992",4,"1677240","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"993",4,"1687729","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"994",4,"1816424","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"995",4,"2309025","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"996",4,"2383131","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"997",4,"2836762","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"998",4,"2905247","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"999",4,"3159632","Approve","Reject","Approve","Reject",NA,NA,NA,NA,NA,NA
"1000",4,"3163768","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1001",5,"1286676","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1002",5,"1411592","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1003",5,"1468720","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1004",5,"1587833","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1005",5,"1600462","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1006",5,"1608199","Approve","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1007",5,"2365728","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1008",5,"2379196","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1009",5,"3160349","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1010",5,"3265412","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1011",6,"1403327","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1012",6,"1455164","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1013",6,"1490388","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1014",6,"1524519","Approve",NA,"Approve","Approve",NA,NA,NA,NA,NA,NA
"1015",6,"1696113","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1016",6,"2080779","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1017",6,"2218127","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"1018",6,"2794783","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1019",6,"2826396","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1020",6,"3236738","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1021",7,"1295173","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1022",7,"1343768","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1023",7,"1416499","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1024",7,"1446006","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1025",7,"1549100","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1026",7,"1593711","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1027",7,"1608526","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1028",7,"2089773","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1029",7,"2217033","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1030",7,"3296223","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1031",8,"1313388","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1032",8,"1318579","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1033",8,"1428542","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1034",8,"1510063","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1035",8,"1544722","Approve","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1036",8,"1559058","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1037",8,"1618903","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1038",8,"2380536","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1039",8,"3054732","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1040",8,"3064937","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1041",9,"1475237","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1042",9,"1600579","Approve","Reject","Approve","Approve",NA,NA,NA,NA,NA,NA
"1043",9,"1678556","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1044",9,"2373125","Reject","Approve","Reject","Reject",NA,NA,NA,NA,NA,NA
"1045",9,"2635597","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1046",9,"2644637","Reject","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1047",9,"2836821","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1048",9,"2974581","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1049",9,"3056242","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1050",9,"3239736","Approve","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1051",10,"1290462","Reject","Reject","Reject","Approve",NA,NA,NA,NA,NA,NA
"1052",10,"1328666","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1053",10,"1427798","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1054",10,"1454668","Approve","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1055",10,"1508682","Reject","Approve","Approve","Reject",NA,NA,NA,NA,NA,NA
"1056",10,"1528128","Reject","Reject","Reject","Reject",NA,NA,NA,NA,NA,NA
"1057",10,"1592631","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1058",10,"2604708","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
"1059",10,"3151559","Reject","Approve","Reject","Approve",NA,NA,NA,NA,NA,NA
"1060",10,"3157428","Approve","Approve","Approve","Approve",NA,NA,NA,NA,NA,NA
